id,ScientificName,CommonName,AcceptedSymbol,Symbol,State,Category,FamilyCommonName,Duration,GrowthHabit,NativeStatus,ActiveGrowthPeriod,FlowerColor,FoliageColor,FoliagePorositySummer,FoliagePorosityWinter,FruitColor,GrowthRate,MaxHeight20Yrs,MatureHeight,Lifespan,ResproutAbility,AdaptedCoarseSoils,AdaptedMediumSoils,AdaptedFineSoils,AnaerobicTolerance,DroughtTolerance,MoistureUse,Precipitation_Minimum,Precipitation_Maximum,RootDepthMinimum,ShadeTolerance,TemperatureMinimum,BloomPeriod,PalatableBrowseAnimal,PalatableGrazeAnimal,PalatableHuman
3603,Trichostema oblongum,oblong bluecurls,TROB,TROB,"<strong>USA</strong> (ID, OR, WA), <strong>CAN</strong> (BC, CA)",Dicot,Mint family,Annual,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3604,Puccinellia angustata,narrow alkaligrass,PUAN2,PUAN2,"<strong>USA</strong> (AK), <strong>CAN</strong> (AB, BC, MB, NT, NU, QC, SK, YT), <strong>DEN</strong> (GL)",Monocot,Grass family,Perennial,Graminoid,"AK (N), CAN (N), GL (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3605,Mibora minima,early sandgrass,MIMI,MIMI,"<strong>USA</strong> (MA, NY)",Monocot,Grass family,Perennial,Graminoid,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3606,Grusonia kunzei,devil's cholla,GRKU,GRKU,<strong>USA</strong> (AZ),Dicot,Cactus family,Perennial,Shrub,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3607,Crepis foetida,stinking hawksbeard,CRFO2,CRFO2,"<strong>USA</strong> (MA, WI)",Dicot,Aster family,"Biennial, Perennial",Forb/herb,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3608,Astragalus deterior,Cliff Palace milkvetch,ASDE4,ASDE4,<strong>USA</strong> (CO),Dicot,Pea family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3609,Senecio cannabifolius,Aleutian ragwort,SECA7,SECA7,<strong>USA</strong> (AK),Dicot,Aster family,Perennial,Forb/herb,AK (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3610,Peperomia,peperomia,PEPER,PEPER,"<strong>USA</strong> (AL, FL, GA, HI, LA, TX), <strong>USA+</strong> (PR, VI)",Dicot,Pepper family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3611,Lecanora straminea,rim lichen,LEST11,LEST11,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3612,Epilobium canum ssp. canum,hummingbird trumpet,EPCAC2,EPCAC2,<strong>CAN</strong> (CA),Dicot,Evening Primrose family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3613,Carex microchaeta,smallawned sedge,CAMI4,CAMI4,"<strong>USA</strong> (AK), <strong>CAN</strong> (BC, NT, YT)",Monocot,Sedge family,Perennial,Graminoid,"AK (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3614,Acacia jonesii,,ACJO2,ACJO2,,Dicot,Pea family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3615,Trichostema ovatum,San Joaquin bluecurls,TROV,TROV,<strong>CAN</strong> (CA),Dicot,Mint family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3616,Puccinellia arctica,arctic alkaligrass,PUAR,PUAR,"<strong>USA</strong> (AK), <strong>CAN</strong> (NT, NU, YT), <strong>DEN</strong> (GL)",Monocot,Grass family,Perennial,Graminoid,"AK (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3617,Micarea,dot lichen,MICAR2,MICAR2,,Lichen,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3618,Grusonia parishii,matted cholla,GRPA11,GRPA11,"<strong>USA</strong> (AZ, NV), <strong>CAN</strong> (CA)",Dicot,Cactus family,Perennial,Shrub,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3619,Crepis foetida var. foetida,stinking hawksbeard,CRFOF,CRFOF,<strong>USA</strong> (MA),Dicot,Aster family,"Biennial, Perennial",Forb/herb,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3620,Astragalus detritalis,debris milkvetch,ASDE5,ASDE5,"<strong>USA</strong> (CO, UT)",Dicot,Pea family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3621,Senecio cannabinifolius,hempleaf ragwort,SECA5,SECA5,"<strong>USA</strong> (AL, FL)",Dicot,Aster family,Perennial,Forb/herb,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3622,Peperomia alata,winged peperomia,PEAL8,PEAL8,"<strong>USA</strong> (FL), <strong>USA+</strong> (PR, VI)",Dicot,Pepper family,Perennial,Forb/herb,"L48 (N), PR (N), VI (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3623,Lecanora strobilina,rim lichen,LEST12,LEST12,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3624,Epilobium canum ssp. garrettii,Garrett's firechalice,EPCAG,EPCAG,"<strong>USA</strong> (AZ, ID, UT, WY)",Dicot,Evening Primrose family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3625,Carex microchaeta ssp. microchaeta,smallawned sedge,CAMIM,CAMIM,"<strong>USA</strong> (AK), <strong>CAN</strong> (BC, NT, YT)",Monocot,Sedge family,Perennial,Graminoid,"AK (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3626,Trichostema parishii,Parish's bluecurls,TRPA3,TRPA3,<strong>CAN</strong> (CA),Dicot,Mint family,Perennial,"Subshrub, Shrub",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3627,Puccinellia bruggemannii,Prince Patrick alkaligrass,PUBR,PUBR,"<strong>CAN</strong> (NU), <strong>DEN</strong> (GL)",Monocot,Grass family,Perennial,Graminoid,"CAN (N), GL (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3628,Micarea assimilata,dot lichen,MIAS2,MIAS2,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3629,Grusonia pulchella,sagebrush cholla,GRPU3,GRPU3,"<strong>USA</strong> (NV, UT), <strong>CAN</strong> (CA)",Dicot,Cactus family,Perennial,Shrub,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3630,Crepis foetida var. rhoeadifolia,,CRFOR,CRFOR,<strong>USA</strong> (WI),Dicot,Aster family,"Biennial, Perennial",Forb/herb,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3631,Astragalus diaphanus,transparent milkvetch,ASDI2,ASDI2,"<strong>USA</strong> (OR, WA)",Dicot,Pea family,"Annual, Biennial",Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3632,Senecio cineraria,dusty miller,SECI2,SECI2,"<strong>USA</strong> (AL, MD, NY, OR, UT), <strong>CAN</strong> (CA)",Dicot,Aster family,Perennial,"Forb/herb, Subshrub",L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3633,Peperomia alternifolia,Molokai peperomia,PEAL9,PEAL9,<strong>USA</strong> (HI),Dicot,Pepper family,Annual,Forb/herb,HI (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3634,Lecanora subaurea,rim lichen,LESU6,LESU6,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3635,Epilobium canum ssp. latifolium,hummingbird trumpet,EPCAL,EPCAL,"<strong>USA</strong> (AZ, NM, NV, OR), <strong>CAN</strong> (CA)",Dicot,Evening Primrose family,Perennial,"Forb/herb, Subshrub",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3636,Carex microchaeta ssp. nesophila,Bering Sea sedge,CAMIN,CAMIN,<strong>USA</strong> (AK),Monocot,Sedge family,Perennial,Graminoid,AK (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3637,Trichostema rubisepalum,Hernandez's bluecurls,TRRU,TRRU,<strong>CAN</strong> (CA),Dicot,Mint family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3638,Puccinellia deschampsioides,polar alkaligrass,PUDE2,PUDE2,<strong>USA</strong> (AK),Monocot,Grass family,Perennial,Graminoid,AK (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3639,Micarea bauschiana,Bausch's dot lichen,MIBA6,MIBA6,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3640,Grusonia schottii,Big Bend pricklypear,GRSC6,GRSC6,<strong>USA</strong> (TX),Dicot,Cactus family,Perennial,Shrub,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3641,Crepis intermedia,limestone hawksbeard,CRIN4,CRIN4,"<strong>USA</strong> (AZ, CO, ID, MT, NM, NV, OR, UT, WA, WY), <strong>CAN</strong> (AB, BC, SK, CA)",Dicot,Aster family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3642,Astragalus didymocarpus,dwarf white milkvetch,ASDI3,ASDI3,"<strong>USA</strong> (AZ, NV), <strong>CAN</strong> (CA)",Dicot,Pea family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3643,Senecio clarkianus,Clark's ragwort,SECL,SECL,<strong>CAN</strong> (CA),Dicot,Aster family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3644,Peperomia amplexicaulis,Jackie's saddle,PEAM6,PEAM6,<strong>USA</strong> (FL),Dicot,Pepper family,Annual,Forb/herb,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3645,Lecanora subcarnea,rim lichen,LESU7,LESU7,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3646,Epilobium ciliatum,fringed willowherb,EPCI,EPCI,"<strong>USA</strong> (AK, AZ, CO, CT, DC, DE, HI, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), <strong>CAN</strong> (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT, CA), <strong>FRA</strong> (SPM)",Dicot,Evening Primrose family,Perennial,Forb/herb,"L48 (N), AK (N), HI (I), CAN (N), SPM (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3647,Carex microdonta,littletooth sedge,CAMI5,CAMI5,"<strong>USA</strong> (AL, AR, AZ, FL, KS, LA, MO, MS, OK, TN, TX)",Monocot,Sedge family,Perennial,Graminoid,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3648,Acacia koaia,koaoha,ACKO2,ACKO2,<strong>USA</strong> (HI),Dicot,Pea family,Perennial,Tree,HI (N),Year Round,Yellow,Green,Dense,Dense,Yellow,,60,40,Long,No,Yes,Yes,No,None,Low,,66,200,36,Intolerant,40,Spring,Low,Low,Yes
3649,Trichostema setaceum,narrowleaf bluecurls,TRSE5,TRSE5,"<strong>USA</strong> (AL, CT, DC, DE, FL, GA, IN, KY, LA, MD, MO, MS, NC, NJ, NY, OH, PA, SC, TN, TX, VA, WV)",Dicot,Mint family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3650,Puccinellia distans,weeping alkaligrass,PUDI,PUDI,"<strong>USA</strong> (AK, AZ, CO, CT, DE, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MO, MT, ND, NE, NJ, NM, NV, NY, OH, OR, PA, RI, SD, UT, VA, VT, WA, WI, WV, WY), <strong>CAN</strong> (AB, BC, LB, MB, NB, NF, NS, ON, PE, QC, SK, YT, CA), <strong>DEN</strong> (GL), <strong>FRA</strong> (SPM)",Monocot,Grass family,Perennial,Graminoid,"L48 (NI), AK (NI), CAN (I), GL (I), SPM (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3651,Micarea botryoides,,MIBO4,MIBO4,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3652,Guaiacum,lignum-vitae,GUAIA,GUAIA,"<strong>USA</strong> (FL, TX), <strong>USA+</strong> (PR, VI)",Dicot,Creosote-bush family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3653,Crepis kotschyana,,CRKO2,CRKO2,,Dicot,Aster family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3654,Astragalus didymocarpus var. didymocarpus,dwarf white milkvetch,ASDID2,ASDID2,"<strong>USA</strong> (NV), <strong>CAN</strong> (CA)",Dicot,Pea family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3655,Senecio congestus,marsh fleabane,SECO2,SECO2,"<strong>USA</strong> (AK, IA, MI, MN, ND, SD, WI), <strong>CAN</strong> (AB, BC, LB, MB, NT, NU, ON, QC, SK, YT)",Dicot,Aster family,"Annual, Biennial",Forb/herb,"L48 (N), AK (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3656,Peperomia blanda,arid-land peperomia,PEBL,PEBL,<strong>USA</strong> (HI),Dicot,Pepper family,Annual,Forb/herb,HI (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3657,Lecanora subimmergens,rim lichen,LESU8,LESU8,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3658,Epilobium ciliatum ssp. ciliatum,fringed willowherb,EPCIC,EPCIC,"<strong>USA</strong> (AK, AZ, CO, CT, DC, DE, HI, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), <strong>CAN</strong> (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT, CA)",Dicot,Evening Primrose family,Perennial,Forb/herb,"L48 (N), AK (N), HI (I), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3659,Carex microglochin,fewseeded bog sedge,CAMI6,CAMI6,"<strong>USA</strong> (AK, CO, ME, MT, UT, WY), <strong>CAN</strong> (AB, BC, LB, MB, NF, NT, NU, ON, QC, YT), <strong>DEN</strong> (GL)",Monocot,Sedge family,Perennial,Graminoid,"L48 (N), AK (N), CAN (N), GL (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3660,Acacia lanuginophylla,,ACLA10,ACLA10,,Dicot,Pea family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3661,Trichostema simulatum,Siskiyou bluecurls,TRSI,TRSI,"<strong>USA</strong> (OR), <strong>CAN</strong> (CA)",Dicot,Mint family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3662,Puccinellia distans ssp. borealis,weeping alkaligrass,PUDIB,PUDIB,"<strong>USA</strong> (AK, CT, MA, NJ, NY, VT, WI)",Monocot,Grass family,Perennial,Graminoid,"L48 (I), AK (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3663,Micarea chlorostictica,dot lichen,MICH3,MICH3,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3664,Guaiacum angustifolium,Texas lignum-vitae,GUAN,GUAN,<strong>USA</strong> (TX),Dicot,Creosote-bush family,Perennial,"Tree, Shrub",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3665,Crepis modocensis,Modoc hawksbeard,CRMO4,CRMO4,"<strong>USA</strong> (CO, ID, MT, NV, OR, UT, WA, WY), <strong>CAN</strong> (BC, CA)",Dicot,Aster family,Perennial,Forb/herb,"L48 (N), CAN (N)",Spring and Summer,Yellow,White-Gray,Porous,Porous,Brown,Moderate,0,1,Moderate,No,Yes,Yes,Yes,None,Medium,Low,10,20,8,Intolerant,-28,Late Spring,Low,,No
3666,Astragalus didymocarpus var. dispermus,dwarf white milkvetch,ASDID,ASDID,"<strong>USA</strong> (AZ, NV), <strong>CAN</strong> (CA)",Dicot,Pea family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3667,Senecio crassulus,thickleaf ragwort,SECR,SECR,"<strong>USA</strong> (CO, ID, MT, NM, NV, OR, SD, UT, WY)",Dicot,Aster family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3668,Peperomia blanda var. floribunda,aridland peperomia,PEBLF,PEBLF,<strong>USA</strong> (HI),Dicot,Pepper family,Annual,Forb/herb,HI (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3669,Lecanora subintricata,rim lichen,LESU9,LESU9,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3670,Epilobium ciliatum ssp. glandulosum,fringed willowherb,EPCIG,EPCIG,"<strong>USA</strong> (AK, AZ, CO, CT, ID, ME, MI, MN, MT, NH, NM, NV, NY, OH, OR, RI, SD, UT, VT, WA, WI, WY), <strong>CAN</strong> (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT, CA), <strong>FRA</strong> (SPM)",Dicot,Evening Primrose family,Perennial,Forb/herb,"L48 (N), AK (N), CAN (N), SPM (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3671,Carex microptera,smallwing sedge,CAMI7,CAMI7,"<strong>USA</strong> (AZ, CO, ID, MT, NM, NV, OR, SD, UT, WA, WY), <strong>CAN</strong> (AB, BC, MB, NT, SK, YT, CA)",Monocot,Sedge family,Perennial,Graminoid,"L48 (N), CAN (N)",Spring and Summer,Green,Green,Porous,Porous,Brown,Slow,0,2,Long,No,Yes,Yes,No,High,None,High,10,24,8,Intolerant,-33,Late Spring,Low,Low,No
3672,Acacia lasiocalyx,,ACLA6,ACLA6,,Dicot,Pea family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3673,Trichostema suffrutescens,Florida scrub bluecurls,TRSU6,TRSU6,<strong>USA</strong> (FL),Dicot,Mint family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3674,Puccinellia distans ssp. distans,weeping alkaligrass,PUDID,PUDID,"<strong>USA</strong> (AK, AZ, CO, CT, DE, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MO, MT, ND, NE, NJ, NM, NV, NY, OH, OR, PA, RI, SD, UT, VA, VT, WA, WI, WV, WY), <strong>CAN</strong> (AB, BC, LB, MB, NB, NF, NS, ON, PE, QC, SK, YT, CA), <strong>DEN</strong> (GL), <strong>FRA</strong> (SPM)",Monocot,Grass family,Perennial,Graminoid,"L48 (I), AK (I), CAN (I), GL (I), SPM (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3675,Micarea cinerea,dot lichen,MICI2,MICI2,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3676,Crepis modocensis ssp. glareosa,Modoc hawksbeard,CRMOG3,CRMOG3,<strong>USA</strong> (WA),Dicot,Aster family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3677,Astragalus didymocarpus var. milesianus,dwarf white milkvetch,ASDIM,ASDIM,<strong>CAN</strong> (CA),Dicot,Pea family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3678,Senecio elegans,redpurple ragwort,SEEL,SEEL,<strong>CAN</strong> (CA),Dicot,Aster family,Annual,Forb/herb,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3679,Peperomia cogniauxii,yerba de guava falso,PECO12,PECO12,<strong>USA+</strong> (PR),Dicot,Pepper family,Perennial,"Vine, Forb/herb",PR (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3680,Lecanora subrugosa,rim lichen,LESU10,LESU10,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3681,Epilobium ciliatum ssp. watsonii,fringed willowherb,EPCIW,EPCIW,"<strong>USA</strong> (ID, OR, WA), <strong>CAN</strong> (BC, ON, CA)",Dicot,Evening Primrose family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3682,Carex microrhyncha,littlesnout sedge,CAMI8,CAMI8,"<strong>USA</strong> (AR, KS, MO, OK, TX)",Monocot,Sedge family,Perennial,Graminoid,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3683,Acacia leiophylla,,ACLE7,ACLE7,,Dicot,Pea family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3684,Trichostigma,alpine clubrush,TRICH11,TRICH11,"<strong>USA</strong> (FL), <strong>USA+</strong> (PR, VI)",Dicot,Pokeweed family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3685,Puccinellia distans ssp. hauptiana,Hauptian alkaligrass,PUDIH,PUDIH,<strong>USA</strong> (AK),Monocot,Grass family,Perennial,Graminoid,AK (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3686,Micarea denigrata,dot lichen,MIDE13,MIDE13,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3687,Crepis modocensis ssp. modocensis,Modoc hawksbeard,CRMOM,CRMOM,"<strong>USA</strong> (CO, ID, MT, NV, OR, UT, WA, WY), <strong>CAN</strong> (BC, CA)",Dicot,Aster family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3688,Astragalus didymocarpus var. obispoensis,San Obispo milkvetch,ASDIO,ASDIO,<strong>CAN</strong> (CA),Dicot,Pea family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3689,Senecio elmeri,Elmer's ragwort,SEEL2,SEEL2,"<strong>USA</strong> (WA), <strong>CAN</strong> (BC)",Dicot,Aster family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3690,Peperomia cookiana,weakstem peperomia,PECO13,PECO13,<strong>USA</strong> (HI),Dicot,Pepper family,Annual,Forb/herb,HI (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3691,Lecanora sulphurea,,LESU27,LESU27,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3692,Epilobium clavatum,talus willowherb,EPCL,EPCL,"<strong>USA</strong> (AK, CO, ID, MT, NV, OR, UT, WA, WY), <strong>CAN</strong> (AB, BC, NT, YT, CA)",Dicot,Evening Primrose family,Perennial,Forb/herb,"L48 (N), AK (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3693,Carex ×mirata,,CAMI51,CAMI51,<strong>CAN</strong> (ON),Monocot,Sedge family,Perennial,Graminoid,CAN (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3694,Trichostigma octandrum,hoopvine,TROC2,TROC2,"<strong>USA</strong> (FL), <strong>USA+</strong> (PR, VI)",Dicot,Pokeweed family,Perennial,"Shrub, Vine","L48 (N), PR (N), VI (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3695,Puccinellia fasciculata,saltmarsh alkaligrass,PUFA,PUFA,"<strong>USA</strong> (AZ, CT, DE, MA, MD, ME, NH, NJ, NV, NY, PA, RI, UT, VA), <strong>CAN</strong> (NS, ON, PE)",Monocot,Grass family,Perennial,Graminoid,"L48 (N), CAN (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3696,Micarea elachista,dot lichen,MIEL3,MIEL3,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3697,Guaiacum unijugum,,GUUN,GUUN,,Dicot,Creosote-bush family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3698,Crepis modocensis ssp. rostrata,Modoc hawksbeard,CRMOR,CRMOR,"<strong>USA</strong> (WA), <strong>CAN</strong> (BC)",Dicot,Aster family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3699,Astragalus distortus,Ozark milkvetch,ASDI4,ASDI4,"<strong>USA</strong> (AR, IA, IL, KS, LA, MD, MO, MS, OK, TX, VA, WV)",Dicot,Pea family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3700,Senecio eremophilus,desert ragwort,SEER2,SEER2,"<strong>USA</strong> (AK, AZ, CO, MA, MT, ND, NM, NY, SD, UT, WY), <strong>CAN</strong> (AB, BC, MB, NT, ON, SK, YT)",Dicot,Aster family,Perennial,"Subshrub, Forb/herb","L48 (N), AK (I?), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3701,Peperomia degeneri,Kaluaaha Valley peperomia,PEDE6,PEDE6,<strong>USA</strong> (HI),Dicot,Pepper family,Annual,Forb/herb,HI (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3702,Lecanora symmicta,rim lichen,LESY,LESY,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3703,Epilobium cleistogamum,selfing willowherb,EPCL3,EPCL3,<strong>CAN</strong> (CA),Dicot,Evening Primrose family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3704,Carex misandra,shortleaved sedge,CAMI10,CAMI10,"<strong>USA</strong> (AK, CO, ID, MT, UT, WY), <strong>CAN</strong> (AB, BC, LB, MB, NT, NU, ON, QC, YT), <strong>DEN</strong> (GL)",Monocot,Sedge family,Perennial,Graminoid,"L48 (N), AK (N), CAN (N), GL (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3705,Acacia lineata,,ACLI5,ACLI5,,Dicot,Pea family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3706,Trichostomopsis,trichostomopsis moss,TRICH14,TRICH14,,Moss,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3707,Puccinellia groenlandica,Greenland alkaligrass,PUGR3,PUGR3,<strong>DEN</strong> (GL),Monocot,Grass family,Perennial,Graminoid,GL (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3708,Micarea endocyanea,dot lichen,MIEN,MIEN,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
3709,Guamia,,GUAMI,GUAMI,,Dicot,Custard-apple family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
